,date,press,title,url,comment_count
0,20220212,경향,"이재명, 윤석열 겨냥 ""죄 없는데 탈탈 털어 뒤져보겠다는 건 범죄""",https://n.news.naver.com/article/032/0003127954?ntype=RANKING,2706
1,20220212,경향,"민주당 “윤석열 장모 일당, 부동산 차명 투기로 90억원 차익”",https://n.news.naver.com/article/032/0003127964?ntype=RANKING,2018
2,20220212,경향,"윤석열, 이재명에 “많이 급하긴 급한 모양, 지나가는 소가 웃을 일”",https://n.news.naver.com/article/032/0003127969?ntype=RANKING,1965
3,20220212,경향,이재명 “윤석열 정치보복 의사 더 다지는 것 같아 참으로 개탄”,https://n.news.naver.com/article/032/0003127946?ntype=RANKING,1430
4,20220212,경향,"[단독] 윤석열 수행비서 황씨, 양정철 수행운전 했었다",https://n.news.naver.com/article/032/0003127940?ntype=RANKING,1238
5,20220212,동아,"‘횡령 논란’ 김원웅, 사퇴 거부… “보훈처가 명예훼손” 주장도",https://n.news.naver.com/article/020/0003410625?ntype=RANKING,2423
6,20220212,동아,“정부가 그리 돈이 많나” 질문에…이재명 “돈이 많은 게 정부”,https://n.news.naver.com/article/020/0003410691?ntype=RANKING,2253
7,20220212,동아,주가조작-대장동 두고 이재명-윤석열 난타전,https://n.news.naver.com/article/020/0003410617?ntype=RANKING,1541
8,20220212,동아,"박근혜 퇴원후 대구 갈듯, 22일 전후… 달성에 집 마련",https://n.news.naver.com/article/020/0003410626?ntype=RANKING,1348
9,20220212,동아,남은 증인만 40여명…“대장동 사건 5월 안에 판결 선고 이뤄져야”[법조 Zoom In/대장동 재판 따라잡기⑤],https://n.news.naver.com/article/020/0003410682?ntype=RANKING,542
10,20220212,오마이,국민의힘 지지 연설자가 대선 토론회 사회를?... '시끌',https://n.news.naver.com/article/047/0002342089?ntype=RANKING,815
11,20220212,오마이,"이재명 ""대한민국 정치는 '복수혈전의 장'이 아니다""",https://n.news.naver.com/article/047/0002342079?ntype=RANKING,406
12,20220212,오마이,"심상정의 송곳 질문 ""자본시장 교란 중대 범죄... 양두구육인가""",https://n.news.naver.com/article/047/0002342063?ntype=RANKING,352
13,20220212,오마이,"이 ""법사 말에 신천지 압색 포기""... 윤 ""추미애 지시는 쇼였다""",https://n.news.naver.com/article/047/0002342056?ntype=RANKING,326
14,20220212,오마이,"대장동 꺼내자 도이치로 맞불, 심상정도 사회자도 말렸지만...",https://n.news.naver.com/article/047/0002342054?ntype=RANKING,276
15,20220212,조선,홍진경 “정부가 그렇게 돈이 많아요?” 이재명 “돈이 많은 게 정부”,https://n.news.naver.com/article/023/0003672318?ntype=RANKING,5000
16,20220212,조선,“아들도 안 준대” 김혜경 측근 배씨도 ‘초밥 10인분 주인’ 궁금했다,https://n.news.naver.com/article/023/0003672342?ntype=RANKING,4220
17,20220212,조선,"이재명 “尹 신천지 압색 거부, 특검해야… 궁예 지배 받게된다”",https://n.news.naver.com/article/023/0003672340?ntype=RANKING,3027
18,20220212,조선,"與 “尹, 막판 평정심 무너져” 野 “李, 특수부 검사 출신에 무리수”",https://n.news.naver.com/article/023/0003672300?ntype=RANKING,2948
19,20220212,조선,이재명 ‘김포 집값 2억’에… 지역 시민단체 “남다른 현실 감각” 반발,https://n.news.naver.com/article/023/0003672328?ntype=RANKING,2350
20,20220212,중앙,4년전 MB에 딱 한번 그랬다···尹에 '극강의 분노' 文 진짜 속내,https://n.news.naver.com/article/025/0003172975?ntype=RANKING,4348
21,20220212,중앙,"""그집에 기생충 있나봐"" 비서진도 놀란 김혜경 '초밥 10인분'",https://n.news.naver.com/article/025/0003173035?ntype=RANKING,1583
22,20220212,중앙,3000억? 다 합치면 4344억…'단군 이래 최대 수익' 옹벽아파트 진실,https://n.news.naver.com/article/025/0003173032?ntype=RANKING,1495
23,20220212,중앙,"이재명 ""돈 많은게 정부"" 홍진경 ""지원금으로 술먹는 사람은요?""",https://n.news.naver.com/article/025/0003173025?ntype=RANKING,1139
24,20220212,중앙,"이재명 ""김포 이런데는 집값 2~3억"" 후폭풍…김포시민 뿔났다",https://n.news.naver.com/article/025/0003173033?ntype=RANKING,1129
25,20220212,한겨레,이재명 “정치보복으로 노무현 대통령 험한 길 가셨는데 반복 안돼”,https://n.news.naver.com/article/028/0002578942?ntype=RANKING,1680
26,20220212,한겨레,“RE100 모를 수도 있지”…권력자의 무지는 권력이 된다,https://n.news.naver.com/article/028/0002578945?ntype=RANKING,1626
27,20220212,한겨레,[팩트체크] 윤 “김건희 계좌 다 공개했다”…2011~2012는 비공개,https://n.news.naver.com/article/028/0002578917?ntype=RANKING,1227
28,20220212,한겨레,대장동 대치뒤엔…윤 “성남FC 165억 밝혀라” 이 “검사가 왜 그러나”,https://n.news.naver.com/article/028/0002578913?ntype=RANKING,1182
29,20220212,한겨레,"윤석열 “‘신천지 압색’ 거부 특검?…이재명, 소가 웃을 행동”",https://n.news.naver.com/article/028/0002578950?ntype=RANKING,857
30,20220213,경향,"윤석열, 기차 좌석 ‘구둣발’ 논란에 “장시간 이동으로 경련…유감”",https://n.news.naver.com/article/032/0003128081?ntype=RANKING,3423
31,20220213,경향,"안철수, 야권 후보 단일화 제안 “윤석열 화답 기대”",https://n.news.naver.com/article/032/0003128023?ntype=RANKING,1843
32,20220213,경향,"‘파이터 모드’ 재가동한 이재명···주말 윤석열 맹폭, 왜?",https://n.news.naver.com/article/032/0003128078?ntype=RANKING,879
33,20220213,경향,윤석열 “왜곡 기사 하나로 언론사 파산할 수 있는 시스템 자리 잡아야”,https://n.news.naver.com/article/032/0003128009?ntype=RANKING,741
34,20220213,경향,"장관의 ""머리 길다"" 한마디에 국방일보 사진 '삭제'[그렇군]",https://n.news.naver.com/article/032/0003127975?ntype=RANKING,565
35,20220213,동아,"안철수, 尹에 단일화 제안…“여론조사 국민경선으로”",https://n.news.naver.com/article/020/0003410707?ntype=RANKING,2815
36,20220213,동아,"安 서울시장 보선식 여론조사, 역선택 방지 조항 없어",https://n.news.naver.com/article/020/0003410741?ntype=RANKING,1225
37,20220213,동아,"李, 尹 연일 맹폭 “다시 최순실 불러내고 싶냐…정치보복 안돼”",https://n.news.naver.com/article/020/0003410734?ntype=RANKING,1003
38,20220213,동아,‘탈모’ 빠진 李 공약집에…탈모인들 “속았다” 비판 글 쏟아져,https://n.news.naver.com/article/020/0003410736?ntype=RANKING,942
39,20220213,동아,"이준석 “安, 지금까지 헐리우드 액션…진정성 부족”",https://n.news.naver.com/article/020/0003410743?ntype=RANKING,682
40,20220213,오마이,"[3040명 매일 조사] 금요일, 이 41% - 윤 38% 뒤집혀... 대통령 지지율 47%",https://n.news.naver.com/article/047/0002342125?ntype=RANKING,3132
41,20220213,오마이,'열정열차' 좌석에 구둣발 올린 윤석열 사진 논란,https://n.news.naver.com/article/047/0002342142?ntype=RANKING,1708
42,20220213,오마이,"'열정열차 윤석열 구둣발' 해명 ""장시간 이동으로 인한 가벼운 다리 경련""",https://n.news.naver.com/article/047/0002342157?ntype=RANKING,1349
43,20220213,오마이,"이재명 ""윤석열·안철수 단일화? 지금 민생이 가장 중요""",https://n.news.naver.com/article/047/0002342144?ntype=RANKING,1061
44,20220213,오마이,"정치보복·신천지·김만배·도이치...이재명, 50분간 윤석열 '맹폭'",https://n.news.naver.com/article/047/0002342156?ntype=RANKING,447
45,20220213,조선,"열차 좌석에 발 올린 尹에…與 “쩍벌 못하니 쭉뻗, 몰상식”",https://n.news.naver.com/article/023/0003672412?ntype=RANKING,6924
46,20220213,조선,이재명 ‘김포 2억 발언’ 논란 커지자…與 “시세 아닌 분양가 언급한 것”,https://n.news.naver.com/article/023/0003672355?ntype=RANKING,4944
47,20220213,조선,"“마이클 잭슨 닮은 여인” 안치환 신곡, 김건희 외모 비하 논란",https://n.news.naver.com/article/023/0003672411?ntype=RANKING,3933
48,20220213,조선,"[단독] 안철수,  윤석열에 ‘단일화 국민경선’ 제안 방침",https://n.news.naver.com/article/023/0003672370?ntype=RANKING,3821
